,Country Name,2016,2017,2018,2019,2020
185,Panama,47.79935837,29.577232640478254,29.577232640478254,29.577232640478254,44.38285065
186,Peru,71.13298798,70.73786163,26.402685039368418,26.402685039368418,26.402685039368418
187,Philippines,40.41586685,35.47546005,29.54748154,31.62248993,33.36530685
190,Poland,67.00454712,67.82743835,68.62010193,69.18402863,70.47712708
194,Portugal,63.25564957,63.93581009,65.66265869,67.93070221,70.38208771
195,Paraguay,13.398081689060605,13.398081689060605,13.398081689060605,13.398081689060605,13.398081689060605
201,Romania,48.24060822,49.38187027,51.01253891,51.3538208,53.23083878
202,Russian Federation,80.63262177,81.90930939,84.5842514,86.40014648,58.21996408571429
203,Rwanda,7.667319775,7.373929977,6.725719929,6.235390186,7.266139984
204,South Asia,23.03627014,23.53963089,24.17567062,25.30084991,25.84456062
207,Senegal,10.90740013,11.51301003,12.76259041,13.1359396,14.03411007
210,Sierra Leone,1.0399063229473684,1.0399063229473684,1.0399063229473684,1.0399063229473684,1.0399063229473684
211,El Salvador,27.91809082,28.58629036,29.37192917,29.9244194,19.42052055564286
214,Serbia,62.13697052,66.48674011,67.15866089,67.7898407,68.14311218
217,Sub-Saharan Africa,9.210519791,9.329640388,9.438389778,9.451629639,9.818630219
221,Slovak Republic,47.79592133,46.63439178,45.36722946,46.42901993,47.62358856
222,Slovenia,77.84908295,78.58899689,77.11312103,77.88276672,79.9208374
223,Sweden,63.54801941,66.9882431,72.46116638,77.32910919,84.51622009
224,Eswatini,3.7738241265172414,3.7738241265172414,3.7738241265172414,3.7738241265172414,3.7738241265172414
229,Chad,1.0346487066086956,1.0346487066086956,1.0346487066086956,1.0346487066086956,1.0346487066086956
232,Togo,12.86021996,12.98993969,13.51175022,13.67588043,15.40007019
233,Thailand,49.28681183,47.24827194,45.95426941,44.85102081,42.63700104
234,Tajikistan,29.1661396,31.25655937,22.10412143793103,22.10412143793103,22.10412143793103
237,Timor-Leste,14.383067128999999,14.383067128999999,14.383067128999999,14.383067128999999,14.383067128999999
239,Tonga,5.560640811500001,5.560640811500001,5.560640811500001,5.560640811500001,18.40023994
243,Tunisia,32.81536102,32.14937973,31.74651909,31.84726906,32.75600052
244,Turkiye,103.5820694,109.5492401,113.2170715,115.0420609,117.1131516
246,Tanzania,4.070569992,1.2090678025121953,1.2090678025121953,3.092499971,7.830719948
247,Uganda,5.061920166,2.104707500275,2.104707500275,2.104707500275,2.104707500275
248,Ukraine,56.68711258382353,56.68711258382353,56.68711258382353,56.68711258382353,56.68711258382353
249,Upper middle income,50.27402878,51.49993896,52.84730148,54.97436905,57.99573898
250,Uruguay,62.54457092,63.12577057,63.67240906,65.15686035,67.88320923
251,United States,88.83505249,88.16738892,88.29917908,87.88871002,87.56765747
252,Uzbekistan,8.463600159,9.181099892,10.07635021,12.5820303,15.92047977
254,"Venezuela, RB",27.00859762225926,27.00859762225926,27.00859762225926,27.00859762225926,27.00859762225926
257,Vietnam,28.54496956,12.28499521536111,12.28499521536111,28.63998032,12.28499521536111
259,World,37.43579102,37.80310059,38.23097992,39.22737885,40.31787109
260,Samoa,7.7502094164374995,13.68476009,14.64204979,14.02355003,17.20774078
263,South Africa,20.9184494,22.36602974,23.80195999,23.86655998,24.23629951
264,Zambia,1.9344915225000001,1.9344915225000001,1.9344915225000001,1.9344915225000001,1.9344915225000001
265,Zimbabwe,8.171440125,8.87594986,3.7362344398518523,3.7362344398518523,3.7362344398518523
